TIMESTAMP_TimeStamp,MonNode,TimeSlot,UNITT,UNITS,COUNTER,FltMet1,FltMet2,Rat1,Rat2,Row,Dtype,Method,Features,TTime,UnixTS
2459226,\CGNAC2,2021/01/11 00:00:00,1,4,2533673,-35.00,0,-20.95,0,191,F,MV_CNT1,"|2533673-11-4|",2021/01/11T00:00:00,1610305200
2459208,\IRFORE,2020/12/24 00:00:00,2,2,586090,98.85,0,3.43,0,192,F,MV_CNT1,"|586090-24-2|",2020/12/24T00:00:00,1608750000
2459209,\IRFORE,2020/12/25 00:00:00,2,2,586102,98.83,0,3.43,0,193,F,MV_CNT1,"|586102-25-2|",2020/12/25T00:00:00,1608836400
2459210,\IRFORE,2020/12/26 00:00:00,2,2,586114,98.82,0,3.43,0,194,F,MV_CNT1,"|586114-26-2|",2020/12/26T00:00:00,1608922800
2459211,\IRFORE,2020/12/27 00:00:00,2,2,586126,98.82,0,3.43,0,195,F,MV_CNT1,"|586126-27-2|",2020/12/27T00:00:00,1609009200
2459212,\IRFORE,2020/12/28 00:00:00,2,2,586138,98.84,0,3.43,0,196,F,MV_CNT1,"|586138-28-2|",2020/12/28T00:00:00,1609095600
2459213,\IRFORE,2020/12/29 00:00:00,2,2,586150,98.87,0,3.43,0,197,F,MV_CNT1,"|586150-29-2|",2020/12/29T00:00:00,1609182000
2459214,\IRFORE,2020/12/30 00:00:00,2,2,586162,98.91,0,3.43,0,198,F,MV_CNT1,"|586162-30-2|",2020/12/30T00:00:00,1609268400
2459215,\IRFORE,2020/12/31 00:00:00,2,2,586174,98.97,0,3.43,0,199,F,MV_CNT1,"|586174-31-2|",2020/12/31T00:00:00,1609354800
2459216,\IRFORE,2021/01/01 00:00:00,2,2,586186,102.87,0,3.30,0,200,F,MV_CNT1,"|586186-1-2|",2021/01/01T00:00:00,1609441200
2459217,\IRFORE,2021/01/02 00:00:00,2,2,586198,102.56,0,3.31,0,201,F,MV_CNT1,"|586198-2-2|",2021/01/02T00:00:00,1609527600
2459218,\IRFORE,2021/01/03 00:00:00,2,2,586210,102.25,0,3.32,0,202,F,MV_CNT1,"|586210-3-2|",2021/01/03T00:00:00,1609614000
2459219,\IRFORE,2021/01/04 00:00:00,2,2,586222,101.97,0,3.33,0,203,F,MV_CNT1,"|586222-4-2|",2021/01/04T00:00:00,1609700400
2459220,\IRFORE,2021/01/05 00:00:00,2,2,586234,101.69,0,3.34,0,204,F,MV_CNT1,"|586234-5-2|",2021/01/05T00:00:00,1609786800
2459221,\IRFORE,2021/01/06 00:00:00,2,2,586246,101.43,0,3.34,0,205,F,MV_CNT1,"|586246-6-2|",2021/01/06T00:00:00,1609873200
2459222,\IRFORE,2021/01/07 00:00:00,2,2,586258,101.18,0,3.35,0,206,F,MV_CNT1,"|586258-7-2|",2021/01/07T00:00:00,1609959600
2459223,\IRFORE,2021/01/08 00:00:00,2,2,586270,100.94,0,3.36,0,207,F,MV_CNT1,"|586270-8-2|",2021/01/08T00:00:00,1610046000
2459224,\IRFORE,2021/01/09 00:00:00,2,2,586282,100.71,0,3.37,0,208,F,MV_CNT1,"|586282-9-2|",2021/01/09T00:00:00,1610132400
2459225,\IRFORE,2021/01/10 00:00:00,2,2,586294,100.50,0,3.38,0,209,F,MV_CNT1,"|586294-10-2|",2021/01/10T00:00:00,1610218800
2459226,\IRFORE,2021/01/11 00:00:00,2,2,586306,100.30,0,3.38,0,210,F,MV_CNT1,"|586306-11-2|",2021/01/11T00:00:00,1610305200
2459227,\IRFORE,2021/01/12 00:00:00,2,2,586318,100.11,0,3.39,0,211,F,MV_CNT1,"|586318-12-2|",2021/01/12T00:00:00,1610391600
2459207,\NSKIT06,2020/12/23 00:00:00,3,4,843700,-273.11,0,-0.89,0,212,F,MV_CNT1,"|843700-23-4|",2020/12/23T00:00:00,1608663600
2459208,\NSKIT06,2020/12/24 00:00:00,3,4,843765,-302.52,0,-0.81,0,213,F,MV_CNT1,"|843765-24-4|",2020/12/24T00:00:00,1608750000
2459209,\NSKIT06,2020/12/25 00:00:00,3,4,843830,-332.87,0,-0.73,0,214,F,MV_CNT1,"|843830-25-4|",2020/12/25T00:00:00,1608836400
2459210,\NSKIT06,2020/12/26 00:00:00,3,4,843895,-364.14,0,-0.67,0,215,F,MV_CNT1,"|843895-26-4|",2020/12/26T00:00:00,1608922800
2459211,\NSKIT06,2020/12/27 00:00:00,3,4,843960,-396.36,0,-0.62,0,216,F,MV_CNT1,"|843960-27-4|",2020/12/27T00:00:00,1609009200
2459212,\NSKIT06,2020/12/28 00:00:00,3,4,844025,-429.50,0,-0.57,0,217,F,MV_CNT1,"|844025-28-4|",2020/12/28T00:00:00,1609095600
2459213,\NSKIT06,2020/12/29 00:00:00,3,4,844090,-463.59,0,-0.53,0,218,F,MV_CNT1,"|844090-29-4|",2020/12/29T00:00:00,1609182000
2459214,\NSKIT06,2020/12/30 00:00:00,3,4,844155,-498.60,0,-0.49,0,219,F,MV_CNT1,"|844155-30-4|",2020/12/30T00:00:00,1609268400
2459215,\NSKIT06,2020/12/31 00:00:00,3,4,844220,-534.55,0,-0.46,0,220,F,MV_CNT1,"|844220-31-4|",2020/12/31T00:00:00,1609354800
2459216,\NSKIT06,2021/01/01 00:00:00,3,4,844285,135.58,0,1.80,0,221,F,MV_CNT1,"|844285-1-4|",2021/01/01T00:00:00,1609441200
2459217,\NSKIT06,2021/01/02 00:00:00,3,4,844350,127.60,0,1.91,0,222,F,MV_CNT1,"|844350-2-4|",2021/01/02T00:00:00,1609527600
2459218,\NSKIT06,2021/01/03 00:00:00,3,4,844415,118.68,0,2.06,0,223,F,MV_CNT1,"|844415-3-4|",2021/01/03T00:00:00,1609614000
2459219,\NSKIT06,2021/01/04 00:00:00,3,4,844480,108.83,0,2.25,0,224,F,MV_CNT1,"|844480-4-4|",2021/01/04T00:00:00,1609700400
2459220,\NSKIT06,2021/01/05 00:00:00,3,4,844545,98.05,0,2.49,0,225,F,MV_CNT1,"|844545-5-4|",2021/01/05T00:00:00,1609786800
2459221,\NSKIT06,2021/01/06 00:00:00,3,4,844610,86.33,0,2.83,0,226,F,MV_CNT1,"|844610-6-4|",2021/01/06T00:00:00,1609873200
2459222,\NSKIT06,2021/01/07 00:00:00,3,4,844675,73.67,0,3.32,0,227,F,MV_CNT1,"|844675-7-4|",2021/01/07T00:00:00,1609959600
2459223,\NSKIT06,2021/01/08 00:00:00,3,4,844740,60.08,0,4.07,0,228,F,MV_CNT1,"|844740-8-4|",2021/01/08T00:00:00,1610046000
2459224,\NSKIT06,2021/01/09 00:00:00,3,4,844805,45.56,0,5.37,0,229,F,MV_CNT1,"|844805-9-4|",2021/01/09T00:00:00,1610132400
2459225,\NSKIT06,2021/01/10 00:00:00,3,4,844870,30.10,0,8.12,0,230,F,MV_CNT1,"|844870-10-4|",2021/01/10T00:00:00,1610218800
2459226,\NSKIT06,2021/01/11 00:00:00,3,4,844935,13.71,0,17.83,0,231,F,MV_CNT1,"|844935-11-4|",2021/01/11T00:00:00,1610305200
